name,pic_url,birth,season,team,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2014,삼성,0.297,119,310,65,92,11,4,1,31,36,8,37,45,0.368,0.381
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2015,삼성,0.293,144,525,96,154,22,7,0,47,60,8,56,126,0.362,0.362
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2016,삼성,0.3,141,564,109,169,26,12,4,61,52,15,49,87,0.41,0.357
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2017,삼성,0.284,144,570,96,162,25,8,7,54,40,12,50,78,0.393,0.338
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2018,삼성,0.299,144,576,114,172,30,10,9,68,36,10,56,99,0.432,0.36
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2019,삼성,0.239,144,506,64,121,16,7,5,44,24,7,58,82,0.328,0.318
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2020,삼성,0.29,132,489,84,142,18,5,11,55,34,12,39,77,0.415,0.345
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2021,삼성,0.291,127,454,78,132,22,1,5,54,36,15,69,82,0.377,0.383
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2022,LG,0.289,144,570,97,165,20,8,3,49,24,6,44,85,0.368,0.347
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2023,LG,0.285,144,485,80,138,14,2,6,59,26,12,45,74,0.359,0.348
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2024,LG,0.263,144,482,72,127,16,6,6,56,43,13,46,101,0.359,0.336
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2025,LG,0.25,41,120,19,30,5,1,0,6,9,5,20,40,0.308,0.359
김원중,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62528.jpg,1993,2020,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
김원중,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62528.jpg,1993,2021,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
김원중,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62528.jpg,1993,2022,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김원중,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62528.jpg,1993,2023,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
김원중,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62528.jpg,1993,2024,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김원중,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62528.jpg,1993,2025,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2012,한화,0.173,70,127,10,22,1,0,1,4,7,2,9,50,0.205,0.228
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2013,한화,0.091,5,11,0,1,0,0,0,0,0,1,0,4,0.091,0.091
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2015,한화,0.3,4,10,3,3,0,0,0,1,0,0,1,4,0.3,0.364
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2016,한화,0.279,115,405,58,113,21,1,10,57,5,7,18,115,0.41,0.323
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2017,한화,0.285,111,432,69,123,18,8,11,52,7,6,23,83,0.44,0.328
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2018,한화,0.254,141,484,67,123,20,3,9,52,14,12,28,130,0.364,0.3
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2019,한화,0.263,5,19,3,5,2,0,0,2,0,0,0,4,0.368,0.263
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2020,한화,0.286,72,262,22,75,11,0,2,32,4,1,13,66,0.351,0.323
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2021,한화,0.272,138,525,84,143,27,3,10,68,23,6,51,135,0.392,0.346
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2022,한화,0.258,125,445,50,115,18,2,5,58,20,6,31,126,0.342,0.309
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2023,한화,0.114,25,35,4,4,1,0,0,2,0,0,2,10,0.143,0.184
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2024,한화,0.292,64,137,16,40,9,1,1,11,1,2,10,33,0.394,0.349
하주석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62700.jpg,1994,2025,한화,0.278,7,18,2,5,2,0,0,1,0,0,1,7,0.389,0.316
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2012,SK,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2013,SK,0.2,15,25,6,5,0,0,0,1,1,0,3,9,0.2,0.286
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2016,SK,0.276,36,87,19,24,4,1,3,13,2,1,9,28,0.448,0.354
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2017,SK,0.203,73,158,25,32,3,2,3,11,0,4,16,57,0.304,0.291
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2018,SK,0.308,51,65,11,20,3,0,0,9,4,1,10,16,0.354,0.416
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2019,KT,0.233,101,223,24,52,3,4,3,15,4,1,14,50,0.323,0.285
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2020,KT,0.264,97,110,23,29,3,2,1,10,5,1,11,37,0.355,0.349
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2021,KT,0.333,8,6,5,2,1,0,0,0,1,0,0,1,0.5,0.333
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2022,롯데,0.227,100,198,29,45,7,2,1,16,8,2,16,69,0.298,0.292
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2023,롯데,0.286,123,290,37,83,18,3,0,30,15,4,35,87,0.369,0.364
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2024,롯데,0.262,139,405,57,106,19,1,7,53,4,5,47,120,0.365,0.351
박승욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62802.jpg,1992,2025,롯데,0.143,15,14,1,2,1,0,0,0,1,0,1,5,0.214,0.25
최항,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62884.jpg,1994,2017,SK,0.321,37,106,14,34,8,0,1,16,0,1,3,29,0.425,0.351
최항,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62884.jpg,1994,2018,SK,0.293,98,222,38,65,12,1,7,35,2,2,25,57,0.45,0.384
최항,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62884.jpg,1994,2019,SK,0.228,52,127,12,29,5,0,0,14,2,0,16,24,0.268,0.322
최항,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62884.jpg,1994,2020,SK,0.265,47,132,21,35,3,0,2,15,1,0,21,27,0.333,0.368
최항,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62884.jpg,1994,2021,SSG,0.275,34,69,5,19,2,1,0,7,1,0,6,16,0.333,0.346
최항,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62884.jpg,1994,2022,SSG,0.1,15,20,0,2,0,0,0,1,0,0,2,7,0.1,0.208
최항,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62884.jpg,1994,2023,SSG,0.286,21,28,3,8,1,0,1,6,0,0,5,12,0.429,0.382
최항,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62884.jpg,1994,2024,롯데,0.25,72,132,17,33,3,1,0,12,0,1,10,32,0.288,0.308
최항,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62884.jpg,1994,2025,롯데,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2012,SK,0.286,7,7,1,2,0,0,0,0,0,0,0,2,0.286,0.286
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2013,SK,0.263,99,285,36,75,15,2,14,52,2,3,20,82,0.477,0.343
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2014,SK,0.252,67,143,17,36,10,3,3,24,0,0,11,53,0.427,0.323
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2016,SK,0.278,6,18,3,5,0,0,0,0,1,0,1,5,0.278,0.35
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2017,SK,0.294,103,350,64,103,21,2,29,73,2,2,46,79,0.614,0.396
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2018,SK,0.284,136,486,97,138,31,0,41,115,4,2,52,124,0.601,0.367
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2019,SK,0.265,125,427,52,113,20,0,12,52,0,1,55,100,0.396,0.375
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2020,SK,0.249,62,193,35,48,5,0,15,31,2,0,30,49,0.508,0.364
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2021,SSG,0.278,135,442,71,123,18,1,31,95,1,0,60,96,0.534,0.373
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2022,SSG,0.264,135,458,62,121,33,1,21,100,1,1,66,137,0.478,0.372
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2023,SSG,0.273,109,333,29,91,15,2,7,55,2,1,34,81,0.393,0.355
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2024,SSG,0.235,132,464,64,109,29,0,24,87,0,1,46,142,0.453,0.314
한유섬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62895.jpg,1989,2025,SSG,0.254,39,134,17,34,11,0,1,13,0,0,15,37,0.358,0.329
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2013,NC,0.268,32,41,10,11,1,0,0,6,9,2,5,6,0.293,0.34
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2014,NC,0.298,118,416,87,124,21,9,1,40,50,10,56,89,0.399,0.392
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2015,NC,0.304,141,520,111,158,31,6,3,47,46,16,73,108,0.404,0.399
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2016,NC,0.343,121,435,84,149,16,6,3,55,20,6,55,70,0.428,0.42
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2017,NC,0.363,106,388,84,141,25,4,3,47,11,1,46,51,0.472,0.441
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2018,NC,0.324,115,411,68,133,22,5,5,33,17,5,32,51,0.438,0.383
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2019,NC,0.344,125,468,89,161,23,8,1,45,18,7,41,40,0.434,0.403
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2020,NC,0.345,126,467,82,161,27,5,8,63,13,6,36,48,0.475,0.402
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2021,NC,0.261,50,180,30,47,5,3,1,18,12,3,22,23,0.339,0.36
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2022,NC,0.267,104,390,61,104,22,1,4,38,21,4,42,55,0.359,0.351
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2023,NC,0.316,124,452,76,143,20,7,2,46,26,7,40,57,0.405,0.381
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2024,NC,0.328,121,457,75,150,26,2,8,50,32,7,54,79,0.446,0.406
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,1993,2025,NC,0.301,33,113,20,34,10,3,0,13,7,3,12,18,0.442,0.388
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2013,NC,0.5,3,2,1,1,1,0,0,0,0,0,1,0,1,0.667
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2017,NC,0.296,28,27,5,8,3,0,1,5,0,0,4,4,0.519,0.406
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2018,NC,0.235,45,68,5,16,3,0,0,1,0,0,4,17,0.279,0.274
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2019,NC,0.247,41,97,11,24,4,1,2,14,2,1,3,20,0.371,0.298
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2020,NC,0.309,121,395,53,122,25,0,12,70,9,1,20,46,0.463,0.351
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2021,NC,0.249,124,406,49,101,20,0,7,38,9,3,36,68,0.35,0.33
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2022,두산,0.163,40,80,7,13,2,0,1,8,4,0,11,20,0.225,0.28
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2023,SSG,0.261,58,134,10,35,6,1,3,17,0,0,6,20,0.388,0.306
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2024,SSG,0.185,16,27,4,5,0,0,0,2,0,0,3,5,0.185,0.267
강진성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62925.jpg,1993,2025,키움,0.182,6,11,1,2,0,0,0,1,0,0,2,1,0.182,0.308
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2013,NC,0.25,4,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2014,NC,0.174,26,23,6,4,1,0,1,1,1,0,3,9,0.348,0.269
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2015,NC,0.258,125,182,32,47,8,1,3,26,3,3,17,52,0.363,0.333
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2016,NC,0.265,130,306,60,81,15,1,15,51,5,2,30,64,0.467,0.334
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2017,NC,0.247,124,308,60,76,18,4,6,31,10,4,24,59,0.39,0.315
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2018,NC,0.26,111,323,49,84,13,2,13,45,11,2,29,64,0.433,0.32
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2019,NC,0.23,116,287,38,66,16,1,9,36,6,4,29,69,0.387,0.302
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2020,NC,0.221,104,195,32,43,4,1,8,26,12,5,17,40,0.374,0.294
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2023,NC,0.223,93,179,28,40,10,0,6,16,6,1,16,63,0.38,0.303
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2024,NC,0.204,129,358,55,73,8,2,17,60,10,4,31,79,0.38,0.291
김성욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62934.jpg,1993,2025,NC,0.111,5,9,0,1,0,0,0,0,0,1,0,5,0.111,0.111
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2013,NC,0.243,104,404,55,98,18,5,14,64,12,2,33,95,0.416,0.319
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2014,NC,0.329,123,477,88,157,28,5,30,101,14,5,42,128,0.597,0.4
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2015,NC,0.326,144,564,112,184,34,5,28,135,23,4,32,127,0.553,0.373
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2016,NC,0.309,144,572,116,177,37,2,22,113,7,4,67,136,0.497,0.388
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2017,NC,0.347,125,498,103,173,42,2,24,99,17,7,48,116,0.584,0.415
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2018,NC,0.318,144,556,110,177,36,3,23,91,15,2,44,131,0.518,0.381
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2019,NC,0.366,23,93,19,34,12,1,4,14,2,1,12,26,0.645,0.443
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2020,NC,0.324,130,525,115,170,37,2,34,112,3,1,49,148,0.596,0.39
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2021,NC,0.281,144,570,96,160,29,1,33,101,1,2,38,155,0.509,0.335
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2022,KIA,0.32,144,563,92,180,39,2,21,97,6,1,64,137,0.508,0.402
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2023,KIA,0.365,58,222,51,81,12,1,18,57,0,0,26,36,0.671,0.427
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2024,KIA,0.291,102,374,51,109,17,1,21,80,0,0,38,98,0.511,0.357
나성범,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62947.jpg,1989,2025,KIA,0.226,26,93,13,21,5,0,4,16,0,0,16,21,0.409,0.345
강승호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg,1994,2016,LG,0.184,18,38,4,7,3,0,0,3,0,0,2,12,0.263,0.22
강승호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg,1994,2017,LG,0.25,85,248,42,62,14,2,5,31,2,2,7,67,0.383,0.272
강승호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg,1994,2018,SK,0.255,69,184,14,47,10,0,3,31,1,1,18,57,0.359,0.33
강승호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg,1994,2019,SK,0.154,15,39,5,6,0,0,2,5,0,0,2,18,0.308,0.195
강승호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg,1994,2021,두산,0.239,113,301,47,72,16,2,7,37,8,2,22,78,0.375,0.301
강승호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg,1994,2022,두산,0.264,134,444,54,117,28,1,10,62,13,5,29,100,0.399,0.31
강승호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg,1994,2023,두산,0.265,127,419,51,111,18,6,7,59,13,6,27,110,0.387,0.316
강승호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg,1994,2024,두산,0.28,140,521,81,146,34,7,18,81,16,5,32,158,0.476,0.328
강승호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg,1994,2025,두산,0.215,40,149,22,32,10,2,2,14,4,1,14,50,0.349,0.293
장승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63202.jpg,1994,2018,두산,0.385,20,13,2,5,0,0,0,1,0,0,1,2,0.385,0.429
장승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63202.jpg,1994,2019,두산,0.171,35,41,3,7,2,0,0,3,0,0,3,13,0.22,0.239
장승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63202.jpg,1994,2020,두산,0.25,23,20,5,5,3,0,0,3,0,0,1,6,0.4,0.318
장승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63202.jpg,1994,2021,두산,0.232,92,177,18,41,10,0,2,27,0,0,19,50,0.322,0.332
장승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63202.jpg,1994,2022,두산,0.208,60,96,6,20,3,0,0,9,0,0,5,27,0.24,0.274
장승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63202.jpg,1994,2023,두산,0.158,76,139,11,22,1,0,3,9,1,0,6,36,0.23,0.235
장승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63202.jpg,1994,2024,두산,0.2,9,20,1,4,2,0,0,0,0,1,2,5,0.3,0.273
장승현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63202.jpg,1994,2025,두산,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2016,두산,0.167,14,18,0,3,1,0,0,3,0,0,1,4,0.222,0.211
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2017,두산,0.186,31,43,5,8,1,0,2,4,0,0,1,11,0.349,0.205
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2018,두산,0.263,46,95,16,25,7,0,1,10,0,0,12,26,0.368,0.343
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2019,두산,0.233,26,60,6,14,2,1,2,7,1,1,8,12,0.4,0.319
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2020,두산,0.202,77,84,15,17,5,0,1,13,0,0,21,13,0.298,0.37
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2021,두산,0.259,133,344,51,89,15,1,8,46,0,2,62,67,0.378,0.373
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2022,두산,0.247,83,235,25,58,6,0,5,25,1,0,41,47,0.336,0.366
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2023,두산,0.255,47,98,8,25,5,0,1,14,2,1,15,26,0.337,0.36
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2024,두산,0.174,10,23,3,4,0,0,1,2,0,0,2,7,0.304,0.231
김인태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63257.jpg,1994,2025,두산,0.298,32,57,6,17,4,0,1,8,0,0,13,12,0.421,0.429
이우성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63260.jpg,1994,2016,두산,0.2,2,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2
이우성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63260.jpg,1994,2017,두산,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
이우성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63260.jpg,1994,2018,NC,0.226,71,177,24,40,9,0,4,24,1,2,16,57,0.345,0.303
이우성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63260.jpg,1994,2019,KIA,0.219,60,151,19,33,4,0,6,22,0,0,12,40,0.364,0.281
이우성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63260.jpg,1994,2020,KIA,0.203,48,59,5,12,1,0,0,3,1,0,6,11,0.22,0.299
이우성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63260.jpg,1994,2021,KIA,0.2,65,85,12,17,5,0,0,4,2,1,13,17,0.259,0.303
