name,pic_url,birth,season,team,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
이천웅,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/61186.jpg,1988,2022,LG,0.200,19,23,20,3,4,0,0,0,4,0,0,0,3,0,3,0,0.200,0.304,0
이천웅,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/61186.jpg,1988,2023,LG,1.000,4,3,3,0,3,0,0,0,3,1,0,0,0,0,0,0,1.000,1.000,0
이민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61194.jpg,1988,2012,LG,0.071,7,14,14,0,1,0,0,0,1,0,0,0,0,0,4,0,0.071,0.071,0
이민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61194.jpg,1988,2015,LG,0.267,28,34,30,6,8,1,0,0,9,4,0,1,1,1,8,0,0.300,0.303,0
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2012,LG,0.241,43,87,79,9,19,4,0,0,23,7,0,0,3,2,11,1,0.291,0.282,2
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2013,LG,0.125,6,8,8,0,1,0,0,0,1,0,0,0,0,0,5,1,0.125,0.125,0
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2014,두산,0.143,4,7,7,1,1,0,0,0,1,1,0,0,0,0,1,0,0.143,0.143,0
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2015,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2017,삼성,0.200,14,22,20,4,4,0,2,1,11,4,1,0,1,0,4,0,0.550,0.238,1
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2018,삼성,0.294,61,140,126,13,37,7,0,4,56,18,2,4,10,0,30,6,0.444,0.341,3
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2019,삼성,0.251,96,275,251,29,63,15,1,5,95,20,4,1,14,2,47,4,0.378,0.296,8
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2020,삼성,0.297,58,118,101,15,30,3,0,1,36,11,2,3,13,2,16,3,0.356,0.385,3
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2021,삼성,0.281,44,63,57,9,16,1,2,1,24,6,1,0,5,1,12,1,0.421,0.349,0
최영진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,1988,2022,삼성,0.188,43,91,80,5,15,4,0,2,25,10,2,2,8,2,20,2,0.313,0.278,1
김동한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61204.jpg,1988,2012,두산,0.375,10,8,8,3,3,0,0,0,3,0,2,0,0,0,2,0,0.375,0.375,0
김동한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61204.jpg,1988,2013,두산,0.350,26,22,20,9,7,2,1,1,14,4,5,0,2,0,2,0,0.700,0.409,1
김동한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61204.jpg,1988,2016,롯데,0.252,78,116,107,9,27,6,0,0,33,14,5,1,6,0,19,1,0.308,0.292,2
김동한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61204.jpg,1988,2017,롯데,0.236,81,205,178,26,42,19,0,3,70,14,4,3,14,0,25,2,0.393,0.292,7
김동한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61204.jpg,1988,2018,롯데,0.193,55,96,83,11,16,1,0,2,23,9,3,1,9,0,18,1,0.277,0.266,3
김동한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61204.jpg,1988,2019,롯데,0.282,42,85,78,9,22,4,0,0,26,2,3,2,6,0,15,1,0.333,0.333,2
김동한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61204.jpg,1988,2020,롯데,0.221,82,73,68,23,15,5,0,0,20,5,10,4,5,0,8,2,0.294,0.274,3
정진호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,1988,2011,두산,0.114,47,37,35,7,4,1,0,0,5,3,4,0,2,0,6,1,0.143,0.162,0
정진호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,1988,2012,두산,0.227,46,84,75,14,17,2,0,0,19,5,8,3,6,1,13,1,0.253,0.289,2
정진호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,1988,2015,두산,0.234,77,172,154,37,36,5,3,4,59,18,6,3,14,1,24,0,0.383,0.302,1
정진호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,1988,2016,두산,0.375,31,32,24,9,9,0,1,0,11,3,0,2,6,2,1,0,0.458,0.531,0
정진호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,1988,2017,두산,0.283,97,224,198,43,56,11,2,5,86,31,1,1,19,1,32,2,0.434,0.345,0
정진호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,1988,2018,두산,0.301,111,299,269,53,81,12,1,2,101,37,8,1,19,1,44,8,0.375,0.348,0
정진호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,1988,2019,두산,0.208,66,110,96,13,20,0,0,1,23,3,5,2,11,0,24,2,0.240,0.290,0
정진호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,1988,2020,한화,0.277,113,326,282,30,78,14,1,2,100,19,9,7,29,3,50,5,0.355,0.348,1
정진호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,1988,2021,한화,0.228,47,167,145,9,33,9,0,0,42,15,4,1,15,1,22,5,0.290,0.301,2
이현호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61214.jpg,1992,2016,두산,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
안규영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61215.jpg,1988,2012,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
니퍼트,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61240.jpg,1981,2014,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
니퍼트,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61240.jpg,1981,2015,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
양현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61268.jpg,1992,2015,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
양현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61268.jpg,1992,2020,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
양현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61268.jpg,1992,2021,키움,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
양현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61268.jpg,1992,2023,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
강동연,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61295.jpg,1992,2016,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
강동연,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61295.jpg,1992,2020,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
정범수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61304.jpg,1992,2011,넥센,0.000,4,8,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0.000,0.125,0
이태양,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61323.jpg,1993,2012,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
이태양,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61323.jpg,1993,2014,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
이태양,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61323.jpg,1993,2015,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
윤지웅,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61329.jpg,1988,2014,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
윤지웅,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61329.jpg,1988,2016,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
윤지웅,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61329.jpg,1988,2017,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
윤지웅,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61329.jpg,1988,2019,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
알드리지,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61332.jpg,1979,2011,넥센,0.237,117,480,414,55,98,20,1,20,180,73,6,2,59,2,139,5,0.435,0.331,1
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2011,넥센,0.248,54,111,105,12,26,5,4,1,42,9,7,6,5,0,26,0,0.400,0.279,0
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2014,넥센,0.000,8,14,12,2,0,0,0,0,0,0,1,0,2,0,4,0,0.000,0.143,0
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2015,넥센,0.310,119,443,407,81,126,25,4,10,189,51,22,14,25,6,81,10,0.464,0.358,3
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2016,넥센,0.334,133,566,527,92,176,22,9,8,240,72,28,14,28,5,103,10,0.455,0.370,1
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2017,넥센,0.312,123,453,426,70,133,24,8,8,197,54,16,4,22,3,92,11,0.462,0.349,5
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2018,넥센,0.279,102,351,330,47,92,22,0,6,132,54,17,4,15,1,96,2,0.400,0.309,3
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2019,SK,0.323,137,513,492,76,159,25,7,3,207,56,31,10,18,1,89,5,0.421,0.347,3
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2020,SK,0.283,92,288,272,24,77,9,3,3,101,26,1,3,14,1,55,3,0.371,0.319,2
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2021,SSG,0.267,88,199,180,25,48,5,0,2,59,18,2,3,16,0,30,6,0.328,0.323,1
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2022,KIA,0.283,62,114,106,13,30,7,1,2,45,14,1,0,7,0,21,2,0.425,0.327,0
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2023,KIA,0.296,114,286,270,35,80,17,0,3,106,39,2,2,14,0,58,3,0.393,0.329,2
고종욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61353.jpg,1989,2024,KIA,0.250,28,36,32,3,8,2,0,1,13,4,0,0,4,0,6,2,0.406,0.333,0
김도현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61360.jpg,1992,2011,넥센,0.500,3,10,8,0,4,0,0,0,4,1,0,1,2,0,2,0,0.500,0.600,0
김도현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61360.jpg,1992,2012,SK,0.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0
김도현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61360.jpg,1992,2013,SK,0.000,2,5,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0
김도현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61360.jpg,1992,2014,SK,0.083,7,13,12,0,1,0,0,0,1,0,0,0,0,1,3,1,0.083,0.154,0
문우람,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61363.jpg,1992,2012,넥센,0.231,25,71,65,4,15,4,0,0,19,3,0,0,4,1,13,0,0.292,0.282,0
문우람,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61363.jpg,1992,2013,넥센,0.305,69,291,256,41,78,19,0,4,109,28,2,2,25,4,43,1,0.426,0.373,2
문우람,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61363.jpg,1992,2014,넥센,0.284,122,368,324,46,92,24,4,6,142,43,5,3,33,2,54,10,0.438,0.352,4
문우람,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61363.jpg,1992,2015,넥센,0.235,63,138,119,22,28,10,0,2,44,22,1,1,12,3,30,1,0.370,0.314,1
김대우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61365.jpg,1988,2011,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김대우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61365.jpg,1988,2020,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김대우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61365.jpg,1988,2023,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김대우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61365.jpg,1988,2024,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
홍성갑,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61366.jpg,1992,2014,넥센,0.500,2,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0.500,0.500,0
홍성갑,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61366.jpg,1992,2015,넥센,0.333,7,10,9,0,3,0,0,0,3,2,0,0,1,0,4,0,0.333,0.400,0
홍성갑,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61366.jpg,1992,2016,넥센,0.226,44,68,62,4,14,0,1,0,16,7,1,0,1,5,18,2,0.258,0.294,0
홍성갑,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61366.jpg,1992,2017,넥센,0.143,7,8,7,0,1,0,0,0,1,0,0,0,1,0,5,1,0.143,0.250,0
홍성갑,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61366.jpg,1992,2018,넥센,0.000,6,8,8,1,0,0,0,0,0,0,0,0,0,0,3,1,0.000,0.000,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2011,삼성,0.083,11,12,12,0,1,0,0,0,1,0,0,0,0,0,6,0,0.083,0.083,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2012,삼성,0.111,10,18,18,1,2,1,0,0,3,3,0,0,0,0,3,0,0.167,0.111,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2013,삼성,0.000,7,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2014,삼성,0.260,76,143,123,17,32,5,3,3,52,20,2,2,13,6,20,1,0.423,0.359,1
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2017,삼성,0.264,123,404,356,51,94,13,2,9,138,47,11,2,29,8,45,11,0.388,0.331,2
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2018,삼성,0.300,141,586,513,77,154,26,2,11,217,71,22,9,54,10,70,13,0.423,0.375,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2019,삼성,0.297,114,467,411,57,122,20,1,5,159,46,10,8,37,8,41,18,0.387,0.361,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2020,삼성,0.248,97,283,254,26,63,8,0,3,80,34,7,5,22,3,31,7,0.315,0.312,1
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2021,삼성,0.281,118,364,317,38,89,8,2,4,113,27,5,4,34,5,46,9,0.356,0.355,1
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2022,삼성,0.192,80,239,224,18,43,8,0,1,54,20,3,1,9,1,22,10,0.241,0.224,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2023,삼성,0.000,6,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2024,삼성,0.302,117,311,281,43,85,8,1,9,122,34,4,2,22,3,50,5,0.434,0.358,1
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2025,삼성,0.286,32,97,91,13,26,3,0,2,35,5,2,1,4,2,13,3,0.385,0.330,0
심창민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61411.jpg,1993,2012,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
심창민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61411.jpg,1993,2013,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
심창민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61411.jpg,1993,2014,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
심창민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61411.jpg,1993,2015,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
심창민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61411.jpg,1993,2016,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
심창민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61411.jpg,1993,2017,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
가코,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61435.jpg,1981,2011,삼성,0.243,58,220,189,21,46,8,0,1,57,28,0,1,22,5,34,12,0.302,0.332,1
윤영삼,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61456.jpg,1992,2019,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
임현준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61457.jpg,1988,2020,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김정혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61463.jpg,1985,2011,삼성,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
김정혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61463.jpg,1985,2014,삼성,0.000,2,5,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0.000,0.000,0
김정혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61463.jpg,1985,2015,삼성,0.167,17,20,18,3,3,0,0,0,3,1,0,0,1,0,3,0,0.167,0.211,0
김정혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61463.jpg,1985,2016,삼성,0.236,46,118,106,13,25,1,1,2,34,11,1,1,9,1,25,3,0.321,0.299,2
김정혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61463.jpg,1985,2017,삼성,0.274,31,91,84,15,23,5,0,0,28,13,3,1,4,2,18,1,0.333,0.319,1
명재철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61495.jpg,1989,2011,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김민하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61554.jpg,1989,2011,롯데,0.000,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0
김민하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61554.jpg,1989,2014,롯데,0.266,55,98,94,23,25,8,0,2,39,7,3,1,2,1,34,0,0.415,0.289,1
김민하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61554.jpg,1989,2015,롯데,0.241,54,141,116,18,28,6,0,1,37,8,4,2,18,4,40,4,0.319,0.362,1
김민하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61554.jpg,1989,2016,롯데,0.200,46,49,45,8,9,1,0,1,13,1,4,0,1,1,19,2,0.289,0.234,1
김민하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61554.jpg,1989,2018,한화,0.216,59,108,97,13,21,4,0,3,34,17,5,5,5,3,30,6,0.351,0.274,0
김민하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61554.jpg,1989,2019,한화,0.256,72,140,125,14,32,6,0,2,44,14,5,2,9,3,41,4,0.352,0.319,2
김민하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61554.jpg,1989,2020,한화,0.284,36,85,74,10,21,6,0,1,30,11,0,0,8,2,16,2,0.405,0.369,2
김민하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61554.jpg,1989,2021,한화,0.209,46,142,115,14,24,4,1,1,33,17,6,3,17,8,36,3,0.287,0.345,3
이정담,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61557.jpg,1991,2016,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
허일,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61566.jpg,1992,2011,롯데,0.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0
허일,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61566.jpg,1992,2018,롯데,0.357,9,15,14,1,5,0,0,0,5,0,0,0,1,0,2,0,0.357,0.400,0
허일,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61566.jpg,1992,2019,롯데,0.255,71,162,149,14,38,4,0,1,45,17,2,1,12,1,28,1,0.302,0.315,1
허일,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61566.jpg,1992,2020,롯데,0.179,60,95,84,5,15,4,0,1,22,6,0,0,8,1,29,4,0.262,0.258,0
김사훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61591.jpg,1987,2012,롯데,0.267,17,15,15,0,4,1,0,0,5,2,0,0,0,0,7,0,0.333,0.267,0
김사훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61591.jpg,1987,2013,롯데,0.103,17,35,29,2,3,1,0,0,4,1,0,0,4,1,8,1,0.138,0.235,1
김사훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61591.jpg,1987,2014,롯데,0.333,4,3,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0.333,0.333,0
김사훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61591.jpg,1987,2016,롯데,0.321,19,36,28,5,9,1,0,0,10,4,0,0,3,0,6,1,0.357,0.387,0
김사훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61591.jpg,1987,2017,롯데,0.184,57,89,76,1,14,3,0,0,17,8,1,0,6,1,21,2,0.224,0.250,1
김사훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61591.jpg,1987,2018,롯데,0.230,56,79,74,7,17,3,0,0,20,6,0,0,1,1,22,0,0.270,0.250,2
김사훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61591.jpg,1987,2019,롯데,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0
유재혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61604.jpg,1992,2013,KIA,0.091,22,15,11,3,1,0,0,0,1,1,1,0,3,0,5,0,0.091,0.267,0
홍건희,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61643.jpg,1992,2011,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
홍건희,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61643.jpg,1992,2015,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
홍건희,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61643.jpg,1992,2016,KIA,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
홍건희,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61643.jpg,1992,2017,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
