name,pic_url,birth,season,team,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
양현종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55370.jpg,2006,2025,키움,0.000,3,5,4,1,0,0,0,0,0,0,0,0,1,0,2,0,0.000,0.200,0
권혁빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55371.jpg,2005,2025,키움,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0
어준서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55392.jpg,2006,2025,키움,0.250,27,72,68,9,17,1,0,1,21,6,0,0,3,0,19,1,0.309,0.278,8
여동욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55393.jpg,2005,2025,키움,0.190,11,24,21,2,4,0,0,1,7,1,0,0,3,0,9,2,0.333,0.292,2
전태현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55397.jpg,2006,2025,키움,0.237,28,86,76,9,18,3,0,0,21,3,1,0,8,0,26,0,0.276,0.310,1
심재훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55438.jpg,2006,2025,삼성,0.208,12,29,24,4,5,0,0,0,5,1,3,1,4,0,8,0,0.208,0.321,0
함수호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55440.jpg,2006,2025,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0
배찬승,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55455.jpg,2006,2025,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
박재엽,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55563.jpg,2006,2025,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
박재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55636.jpg,2006,2025,KIA,0.107,25,30,28,6,3,1,0,0,4,0,3,1,2,0,10,0,0.143,0.167,1
위즈덤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55645.jpg,1991,2025,KIA,0.240,35,147,121,25,29,9,0,9,65,26,2,0,23,1,37,1,0.537,0.361,0
플로리얼,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55734.jpg,1997,2025,한화,0.265,41,182,166,21,44,13,1,3,68,21,8,3,15,0,47,2,0.410,0.324,2
정우주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55743.jpg,2006,2025,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
이율예,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55832.jpg,2006,2025,SSG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
맥브룸,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55844.jpg,1992,2025,SSG,0.273,16,60,55,8,15,3,0,4,30,11,0,0,5,0,19,2,0.545,0.333,0
홍대인,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55897.jpg,2001,2025,SSG,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김대유,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60337.jpg,1991,2025,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2010,롯데,0.156,29,50,45,6,7,1,0,1,11,2,0,0,1,2,18,0,0.244,0.208,2
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2011,롯데,0.303,26,41,33,6,10,0,0,3,19,8,0,1,3,2,9,1,0.576,0.385,2
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2012,롯데,0.200,78,137,125,12,25,4,1,2,37,12,1,0,3,0,42,2,0.296,0.217,3
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2013,롯데,0.258,113,398,341,50,88,15,3,5,124,37,7,3,30,8,54,8,0.364,0.328,9
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2014,롯데,0.294,124,558,477,89,140,27,7,3,190,58,8,4,62,11,105,10,0.398,0.386,13
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2015,롯데,0.300,135,562,486,85,146,27,2,9,204,62,16,6,52,14,102,14,0.420,0.382,17
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2016,롯데,0.262,121,439,370,48,97,18,2,2,125,46,7,7,43,16,75,12,0.338,0.362,11
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2017,롯데,0.248,68,136,109,16,27,8,2,1,42,6,3,1,18,5,28,4,0.385,0.376,3
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2018,롯데,0.305,91,194,174,33,53,10,1,7,86,26,4,2,16,1,39,4,0.494,0.361,2
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2019,롯데,0.226,88,222,190,26,43,4,1,2,55,17,4,3,23,5,47,4,0.289,0.324,4
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2020,롯데,0.295,111,476,410,72,121,19,1,11,175,58,11,1,56,4,85,8,0.427,0.382,2
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2021,롯데,0.292,135,561,486,70,142,27,1,14,213,79,8,1,68,3,89,6,0.438,0.380,1
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2022,롯데,0.245,91,340,294,39,72,8,0,3,89,32,4,1,32,2,66,6,0.303,0.317,2
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2023,롯데,0.279,80,233,201,40,56,14,0,6,88,31,2,0,26,0,39,4,0.438,0.358,5
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2024,롯데,0.267,109,325,285,31,76,20,0,9,123,47,1,1,35,0,63,3,0.432,0.343,3
정훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg,1987,2025,롯데,0.224,33,91,85,7,19,6,0,1,28,7,0,0,6,0,20,4,0.329,0.275,0
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2011,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2014,롯데,0.244,57,50,45,10,11,3,0,1,17,5,2,1,5,0,18,0,0.378,0.320,3
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2015,롯데,0.275,122,353,327,57,90,18,1,8,134,43,15,4,17,4,100,9,0.410,0.318,16
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2016,롯데,0.260,42,135,123,17,32,6,0,3,47,7,6,2,12,0,37,5,0.382,0.326,2
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2017,KT,0.283,135,410,374,53,106,29,1,9,164,42,15,9,16,6,93,7,0.439,0.318,10
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2018,KT,0.254,128,374,342,55,87,17,2,12,144,39,13,8,24,4,92,7,0.421,0.310,2
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2019,KT,0.250,123,392,352,63,88,16,1,6,124,35,19,2,31,4,78,8,0.352,0.316,9
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2020,SK,0.274,94,258,234,36,64,12,1,5,93,35,15,6,13,7,47,6,0.397,0.331,2
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2021,SSG,0.268,122,253,235,47,63,10,0,9,100,35,9,4,14,2,52,4,0.426,0.313,3
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2022,SSG,0.232,130,295,263,48,61,14,1,4,89,23,11,4,15,9,68,3,0.338,0.293,1
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2023,SSG,0.239,123,305,272,37,65,14,1,7,102,28,20,1,18,4,67,6,0.375,0.293,6
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2024,SSG,0.275,117,288,247,43,68,16,0,9,111,36,27,4,31,1,73,4,0.449,0.355,4
오태곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60558.jpg,1991,2025,SSG,0.165,36,101,85,8,14,4,0,1,21,10,9,2,12,1,26,1,0.247,0.276,1
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2011,LG,0.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2012,LG,0.125,13,28,24,1,3,0,0,0,3,1,0,0,0,1,5,0,0.125,0.154,1
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2015,LG,0.272,126,313,279,26,76,11,1,8,113,37,2,1,19,7,55,10,0.405,0.333,3
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2016,LG,0.266,100,297,263,28,70,7,0,8,101,47,0,0,17,7,48,6,0.384,0.321,5
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2017,LG,0.278,118,364,324,43,90,13,0,17,154,66,2,0,14,15,72,4,0.475,0.335,4
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2018,LG,0.296,132,465,425,53,126,33,0,19,216,66,0,0,28,9,80,21,0.508,0.352,7
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2019,LG,0.270,132,468,418,44,113,22,0,16,183,49,0,0,30,13,82,21,0.438,0.334,7
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2020,LG,0.261,137,478,429,51,112,18,0,16,178,74,1,1,32,13,84,18,0.415,0.330,2
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2021,LG,0.252,130,441,397,39,100,16,0,11,149,60,2,0,25,14,75,11,0.375,0.317,3
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2022,LG,0.255,139,469,416,54,106,16,0,8,146,47,0,0,34,11,98,9,0.351,0.326,7
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2023,롯데,0.261,121,403,352,45,92,13,0,10,135,55,1,1,37,8,64,13,0.384,0.342,4
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2024,롯데,0.191,52,155,136,11,26,3,0,5,44,20,0,0,9,7,25,4,0.324,0.275,3
유강남,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61102.jpg,1992,2025,롯데,0.341,36,108,88,16,30,7,0,3,46,16,0,0,12,5,21,5,0.523,0.439,1
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2011,삼성,0.083,11,12,12,0,1,0,0,0,1,0,0,0,0,0,6,0,0.083,0.083,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2012,삼성,0.111,10,18,18,1,2,1,0,0,3,3,0,0,0,0,3,0,0.167,0.111,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2013,삼성,0.000,7,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2014,삼성,0.260,76,143,123,17,32,5,3,3,52,20,2,2,13,6,20,1,0.423,0.359,1
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2017,삼성,0.264,123,404,356,51,94,13,2,9,138,47,11,2,29,8,45,11,0.388,0.331,2
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2018,삼성,0.300,141,586,513,77,154,26,2,11,217,71,22,9,54,10,70,13,0.423,0.375,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2019,삼성,0.297,114,467,411,57,122,20,1,5,159,46,10,8,37,8,41,18,0.387,0.361,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2020,삼성,0.248,97,283,254,26,63,8,0,3,80,34,7,5,22,3,31,7,0.315,0.312,1
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2021,삼성,0.281,118,364,317,38,89,8,2,4,113,27,5,4,34,5,46,9,0.356,0.355,1
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2022,삼성,0.192,80,239,224,18,43,8,0,1,54,20,3,1,9,1,22,10,0.241,0.224,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2023,삼성,0.000,6,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2024,삼성,0.302,117,311,281,43,85,8,1,9,122,34,4,2,22,3,50,5,0.434,0.358,1
김헌곤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61404.jpg,1988,2025,삼성,0.286,32,97,91,13,26,3,0,2,35,5,2,1,4,2,13,3,0.385,0.330,0
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2012,두산,1.000,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.000,1.000,0
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2015,두산,0.200,14,5,5,3,1,0,0,0,1,0,0,0,0,0,3,0,0.200,0.200,0
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2016,두산,0.288,90,134,118,34,34,5,0,3,48,9,3,2,10,3,28,0,0.407,0.356,2
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2017,두산,0.259,125,330,297,60,77,13,4,3,107,26,7,5,21,4,55,2,0.360,0.317,15
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2018,두산,0.268,128,280,228,52,61,7,0,1,71,29,7,2,29,10,43,3,0.311,0.372,4
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2019,두산,0.250,118,316,276,36,69,6,2,0,79,34,18,5,24,7,40,6,0.286,0.323,11
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2020,KIA,0.381,25,51,42,13,16,3,0,1,22,5,1,1,1,5,6,3,0.524,0.440,4
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2021,KIA,0.278,92,327,273,37,76,8,0,2,90,34,0,0,42,7,46,7,0.330,0.385,8
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2022,KIA,0.274,127,477,405,55,111,19,2,2,140,48,8,4,56,6,83,6,0.346,0.369,13
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2023,삼성,0.268,132,522,455,63,122,11,1,2,141,45,26,2,46,6,73,12,0.310,0.340,6
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2024,삼성,0.258,100,348,302,43,78,9,1,3,98,36,11,4,33,6,70,7,0.325,0.341,7
류지혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62234.jpg,1994,2025,삼성,0.311,40,140,119,18,37,4,0,0,41,12,5,2,14,3,21,3,0.345,0.391,1
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2012,두산,0.333,6,6,6,1,2,1,0,0,3,1,0,0,0,0,0,0,0.500,0.333,0
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2013,두산,0.231,18,31,26,4,6,3,0,0,9,2,0,0,3,1,6,0,0.346,0.333,1
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2016,두산,0.209,87,210,172,26,36,5,1,5,58,23,2,2,22,2,45,1,0.337,0.302,2
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2017,두산,0.284,97,237,201,41,57,8,0,5,80,26,2,1,19,5,44,1,0.398,0.354,2
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2018,두산,0.282,89,194,170,37,48,12,0,3,69,22,5,0,16,4,55,0,0.406,0.356,2
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2019,두산,0.279,137,505,441,58,123,19,9,4,172,63,8,2,41,7,68,5,0.390,0.345,8
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2020,두산,0.269,124,423,360,47,97,18,2,4,131,51,5,3,35,12,45,7,0.364,0.348,8
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2021,두산,0.219,96,270,237,25,52,12,0,0,64,30,4,2,22,5,43,6,0.270,0.296,4
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2022,두산,0.248,128,402,351,33,87,13,1,3,111,41,2,2,33,6,71,4,0.316,0.320,5
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2023,NC,0.211,88,283,242,35,51,9,3,6,84,32,1,1,30,4,43,3,0.347,0.307,1
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2024,NC,0.264,82,171,148,21,39,9,0,1,51,10,4,0,14,3,43,3,0.345,0.337,3
박세혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg,1990,2025,NC,0.088,21,37,34,4,3,0,0,1,6,3,0,0,3,0,16,2,0.176,0.162,2
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2015,넥센,0.262,59,71,65,7,17,3,0,1,23,6,0,0,2,1,15,1,0.354,0.290,2
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2016,넥센,0.181,56,82,72,8,13,2,0,0,15,8,0,0,7,1,14,1,0.208,0.263,1
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2017,넥센,0.167,70,88,84,6,14,2,0,2,22,6,0,0,3,1,27,4,0.262,0.205,1
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2018,넥센,0.228,116,234,202,22,46,7,0,3,62,18,0,0,12,8,58,2,0.307,0.293,4
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2020,키움,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2021,키움,0.217,39,51,46,2,10,7,0,0,17,8,0,1,3,0,12,1,0.370,0.265,1
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2022,키움,0.207,56,88,82,4,17,4,0,1,24,9,0,0,2,1,19,3,0.293,0.233,4
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2023,키움,0.111,8,10,9,0,1,0,0,0,1,0,0,0,0,0,3,1,0.111,0.111,0
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2024,키움,0.243,110,326,288,27,70,11,0,0,81,26,1,1,14,10,63,8,0.281,0.297,7
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62332.jpg,1993,2025,키움,0.224,30,71,67,7,15,4,0,0,19,3,0,0,1,2,16,1,0.284,0.257,3
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2015,삼성,0.349,116,465,410,97,143,33,5,11,219,57,17,7,45,6,79,3,0.534,0.417,13
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2016,삼성,0.343,108,495,428,105,147,19,13,14,234,77,10,5,55,5,68,4,0.547,0.420,7
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2017,삼성,0.310,144,647,564,108,175,39,10,21,297,107,10,4,63,10,138,1,0.527,0.383,5
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2018,삼성,0.333,116,529,478,100,159,26,5,20,255,84,10,0,43,5,110,4,0.533,0.392,4
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2019,삼성,0.267,122,526,475,66,127,27,6,15,211,71,11,3,38,7,88,5,0.444,0.327,2
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2020,삼성,0.307,118,510,446,70,137,27,2,15,213,78,19,5,51,8,91,4,0.478,0.385,2
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2021,삼성,0.306,139,610,543,107,166,30,10,22,282,88,27,4,48,6,98,9,0.519,0.361,3
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2022,삼성,0.293,99,442,409,69,120,23,3,5,164,38,11,1,27,3,84,7,0.401,0.340,4
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2023,삼성,0.336,119,515,453,65,152,37,1,11,224,71,12,4,53,4,81,5,0.494,0.407,0
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2024,삼성,0.343,129,568,493,92,169,39,1,33,309,115,13,4,55,12,73,6,0.627,0.417,1
구자욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62404.jpg,1993,2025,삼성,0.265,41,174,147,33,39,9,0,8,72,27,0,0,21,1,26,2,0.490,0.353,1
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2013,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2014,삼성,0.297,119,373,310,65,92,11,4,1,114,31,36,8,37,6,45,4,0.368,0.381,3
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2015,삼성,0.293,144,608,525,96,154,22,7,0,190,47,60,8,56,2,126,8,0.362,0.362,3
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2016,삼성,0.300,141,641,564,109,169,26,12,4,231,61,52,15,49,3,87,6,0.410,0.357,2
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2017,삼성,0.284,144,638,570,96,162,25,8,7,224,54,40,12,50,1,78,6,0.393,0.338,1
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2018,삼성,0.299,144,649,576,114,172,30,10,9,249,68,36,10,56,3,99,9,0.432,0.360,2
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2019,삼성,0.239,144,581,506,64,121,16,7,5,166,44,24,7,58,2,82,4,0.328,0.318,2
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2020,삼성,0.290,132,541,489,84,142,18,5,11,203,55,34,12,39,3,77,7,0.415,0.345,0
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2021,삼성,0.291,127,542,454,78,132,22,1,5,171,54,36,15,69,3,82,3,0.377,0.383,1
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2022,LG,0.289,144,636,570,97,165,20,8,3,210,49,24,6,44,9,85,4,0.368,0.347,2
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2023,LG,0.285,144,558,485,80,138,14,2,6,174,59,26,12,45,3,74,7,0.359,0.348,3
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2024,LG,0.263,144,553,482,72,127,16,6,6,173,56,43,13,46,11,101,3,0.359,0.336,1
박해민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62415.jpg,1990,2025,LG,0.250,41,150,120,19,30,5,1,0,37,6,9,5,20,1,40,2,0.308,0.359,0
