plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm
하동군 청년내일저축계좌 가입자 모집,일하는 중간계층 청년이 사회에 안착할 수 있도록 자산형성 지원 및 자립 촉진,"□ 지원내용(3년 만기)
- 차상위 이하(기준 중위소득 50% 이하)
: 본인적립금 매월 10만원 ＋ 월 근로소득장려금(30만원) ＋ 이자 + 정책대상별 추가지원금
- 차상위 초과(기준 중위소득 50% 초과 ~ 100% 이하)
: 본인적립금 매월 10만원 + 월 근로소득장려금(10만원) + 이자 + 정책대상별 추가지원금
※ 자세한 사항 공고문 파일 참고",20240501 ~ 20240521,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000060,15,39,"복지문화,복지문화","취약계층 및 금융지원,건강"
경기청년 해외진출사업 미국 인턴십,2024년 경기청년 해외진출 사업,"○ 사업 내용 : 미국 인턴십 취업을 위한 사전준비, 기업매칭, 사후관리 등 단계별 지원
○ 참여자 지원사항
- 교육·1:1컨설팅·기업매칭·비자수속·사후관리 등 인턴십 참여 비용 일부
- 편도항공료 실비의 50% (100만원 한도)
○ 개인부담금
- 인턴십 참여 비용 $1,000
- 비자신청 수수료 $185
- 편도항공료(지원금 제외한 잔액), 미국 체류비용(숙박비, 생활비) 일체
※국민기초생활수급자, 차상위계층은 편도항공료 100% (200만원 한도), 비자신청 수수료 전액 지원
- 납부시기 및 방법은 최종합격자 대상 오리엔테이션에서 상세 설명",20240502 ~ 20240522,https://apply.jobaba.net,19,39,"일자리,참여권리","취업,청년국제교류"
일본 해외취업 참여자 모집(경기도),2024년 경기청년 해외진출 사업,"□ 지원내용
○ 일본취업 노하우와 네트워크를 지닌 전문 강사진이 제공하는 취업특강 및 지원기업 맞춤형 1:1 이력서 첨삭 및 면접 컨설팅
○ 일자리 정보 제공 및 알선, 국내외 취업박람회 참가 지원, 일본 현지 취업박람회 참가기회 제공 및 참가비용 일부 지원(별도선발)

* 보다 상세한 내용은 공고문 내용 확인바랍니다.",20240503 ~ 20240510,https://apply.jobaba.net,0,39,"일자리,참여권리","취업,청년국제교류"
거제시 정신건강사업 지원,거제시 정신건강사업 지원,"□ 지원내용
○ 정신건강복지센터 운영
- 정신건강상담 : 정신건강에 대한 문제를 전문가와 상담
- 사례관리 : 가정방문 및 전화상담 등을 통해 서비스 제공
- 주간재활 프로그램 : 약물증상관리 교육, 일상생활훈련, 대인관계 기술 및 사회기술훈련, 사회적응훈련, 직업재활훈련 등
- 가족교육 및 자조모임 : 필요한 정보와 지식을 제공하며 가족기능을 강화하여 정서적지지 제공

○ 정신건강증진사업
- 사업목적: 정신건강에 대한 올바른 정보제공 및 인식개선을 통해 정신질환을 조기발견하고 적절한 서비스 제공으로 지역사회 정신건강증진에 기여
- 사업대상: 거제시민
- 사업내용
· 지역주민 교육 및 홍보 : 지역사회 정신건강 교육 및 이동상담 부스 운영 등
· 생애주기별 정신건강증진사업 : 아동청소년, 청년, 중장년, 노인 대상 정신건강프로그램 운영
· 취약계층 정신건강증진사업 : 북한이탈주민, 임산부, 갱년기 정신건강증진프로그램 운영
· 정신질환자 권익신장 및 인권강화 지원
* 정신건강 상담전화(639-6119/1577-0199) 운영 평일 주간(근무시간) : 정신건강복지센터 상담

○ 정신질환자 치료비, 자살시도자 응급의료비 지원 및 자살유족 의료비 연계

○ 자살예방사업
- 자살고위험군 조기발견 및 조기개입 체계 구축
- 찾아가는 마음건강상담소 운영
- 정신건강 선별검사 실시
- 정신건강 전문의 상담서비스 제공
- 자살위기자 응급개입을 위한 응급의료기관, 경찰서, 소방서 등 사회안전망 구축
- 자살예방 상담전화 연중운영(1393)
- 우울 및 자살 고위험군 관리 정신건강선별검사 → 우울, 자살 고위험군 심층상담 및 사례관리→ 필요시 의료기관 연계 → 등록관리 및 치료비 지원
자살고위험군 위기상담실시, 심리상담 전문가 상담 및 심리치료 프로그램 지원
- 자살시도자 및 자살유족 사례관리
- 생명존중 문화조성 및 인식개선 위한 홍보 지역주민 대상으로 생명지킴이 양성교육 실시
- 생명존중 문화조성, 정신건강증진 위한 홍보 및 캠페인 실시
- 자살위험환경 개선 및 생명사랑 실천가게 운영",,https://www.geoje.go.kr/health/index.geoje,,,"복지문화,복지문화","취약계층 및 금융지원,건강"
경남 여성 창업 무료 교육(제로웨이스트 공방),경남 상반기 여성 창업 무료 교육(제로웨이스트 공방 창업교육),"□ 강의일정
- 1기: 5/16 ~ 6/5(수), 화, 수, 목, 금 10시~13시(총 12회)
- 2기: 6/20 ~ 7/10(수), 화, 수, 목, 금 10시~13시(총 12회)
(*주 4회, 1일 3시간, 총 36시간)

□ 수강료 : 무료(재료비 15만원 개인부담)

□ 수업내용
- 커피박 소품, 자개 무드등, 가루치약, 샴푸바, 짜투리천을 활용한 인형 만들기, 천연재료를 활용한 수제 젤리, 수제 양갱 만들기 등 다양한 실습
- 스마트스토어 개설과 SNS 마케팅 교육과정
- 창업 관련 전반적 이론 강의

□ 장소 : 창원스마트업타워 16층 대회의실 1608호(창원시 의창구 차룡료 48번길 44(팔용동))",20240403 ~ 20240619,https://www.knwomanbiz.co.kr/,,,"일자리,일자리","취업,창업"
창원기업지원단 현장애로 컨설팅 지원사업(중기 컨설팅),창원시 기업의 애로를 적극 해결하여 생산성 향상 및 기업경쟁력 강화,"□ 세부지원내용
○ 중기 컨설팅 
- 현장방문하여 3회 이상 기술자문이 필요한 기업 대상 계획서 제출 및 서면평가하여 애로 지원
- 10회 이내(현장방문 기준)로 2개월 이내 해결 가능한 애로 지원(단기 컨설팅과 중복된 내용으로 신청불가)",20240423 ~ 20240514,https://www.cwip.or.kr/application/application_view.php?ab_id=149,,,"일자리,교육","취업,미래역량강화"
창원기업지원단 현장애로 컨설팅 지원사업,창원시 기업의 현장애로 지원으로 경쟁력 강화 및 지역경제 성장 기여,"□ 지원내용
○ 기업의 현장애로 해소를 위한 맞춤형 전문가 매칭 및 컨설팅 지원, 사업화 연계 지원(시제품제작, 공정개선) 등
- 창원시 중소기업의 기술애로, 사업기획 및 전략수립, 판매 및 마케팅, 기타사항(경영 전반의 애로사항 포함) 등을 해소하기 위해 각 분야별 맞춤형 전문가를 매칭하여 컨설팅 지원
○ 세부지원내용 : 공고문 참고

□ 지원방법
- 공고 모집을 통해 기업의 자발적인 사업 참여 유도
- 공정한 심의 및 평가를 위하여 심의위원회 운영
- 지원과제 선정 및 평가
ㆍ(단기컨설팅) 기업의 현장애로를 분야별 전문가 매칭을 통한 맞춤형 지원, 내부검토를 통한 선정(중복내용 지원불가) 
ㆍ(중기컨설팅) 선정평가위원회를 통한 서류심사 후 선정 및 지원(중기 컨설팅 공고 기준에 따름) 
ㆍ(사업화연계) 현장애로지원(1단계) 완료한 기업 대상으로 선정평가위원회를 통하여 심사 후 지원(사업화연계 공고 기준에 따름) 
※ 기존에 지원받은 사업과 중복된 내용으로 지원 불가",,https://www.cwip.or.kr/application/application_view.php?ab_id=126,,,"일자리,교육","취업,미래역량강화"
창원시 스타트업 액셀러레이팅 지원사업,(예비)창업자에 사업화 및 성공률 제고를 위한 단기 집중 성장 지원,"□ 지원 내용
○ 교육, 기업별 맞춤형 멘토링, IR 작성 및 피칭 스킬 향상 지원, 투자자 네트워킹 제공 등 액셀러레이팅 프로그램 제공
※ 운영 액셀러레이터에 따라 프로그램 및 커리큘럼이 변경될 수 있음
○ IR 행사(스타트업 테크쇼) 참여 및 사업화 자금 지원(팀당 10백만원, 우수기업 5개팀)
○ IR 피드백 및 투자자 네트워크를 통한 사후관리
□ 사업화 지원금 사용기준
○ 시제품 제작비, 재료구입비, 마케팅비, 연구활동비, 해외진출",20240424 ~ 20240514,https://www.cwip.or.kr/application/application_view.php?ab_id=152,,,"일자리,일자리","취업,창업"
경남(창원대학교) 대학 특화 청년창업 활성화 및 액셀러레이팅 지원사업,"지역 특화분야 대학과 연계하여 특화분야 청년 창업가를 공동 발굴, 집중 보육 프로그램 운영","□ 지원내용
○ 국립창원대학교 지원내용
1. 사업화 자금 지원
- 사업화 자금 최대 1,500만원 지원
* 평가 결과에 따라 차등지급
2. 특화 프로그램
- 특화분야 비즈니스 모델 고도화(BM Scale-up) 전문교육 제공
- 특화분야 선배 스타트업 동행(23년도 선정기업 연계 파트너링, 스타트업 서포터즈, 판로개척 지원 등)
3. 아이디어 사업화 지원
- 스마트공장, 메이커 스페이스 등 대학 인프라 연계 시제품 제작 지원
4. 창업 네트워킹 데이
- 프로그램 참여기업 성과 발표회(공유회)
- 선배 기업들과의 사업화 아이디어 공유 
5. 특화 분야 창업코칭단
- 프로그램 참여기업 성과 향상을 위한 창업코칭 멘토 매칭

○ ㈜비티비벤처스 지원내용
1. 기업 진단
2. 사업역량강화 & Value-up 교육
3. 1:1 맞춤형 컨설팅& 파워 멘토링
4. IR Training
5. DEMO DAY
6. 투자 유치
7. 글로벌 진출 지원
8. Networking",20240430 ~ 20240517,https://www.gnstartup.kr/business/8339db24-725a-45bc-baf9-d778adc7b0d8/5683/detail,18,39,일자리,취업
경남(마산대학교) 대학 특화 청년창업 활성화 및 액셀러레이팅 지원사업,"기업 성장에 필요한 특화교육 및 사업화지원, 액셀러레이팅 및 투자 연계","□ 지원내용 혜택 (마산대학교 + ㈜콜즈다이나믹스)
- 선정기업별 맞춤형 멘토링 제공
- IR 피칭 및 IR덱 제작, 글로벌 사전 데모데이 운영
- 우수기업 대상 오픈이노베이션 및 VC 후속 투자 연계 지원
- 글로벌 진출 프로그램 
- 운영사 최소 7천만원 직접투자
- 사업화 지원금 차등지원(기업당 800만원 ~ 1,500만원 이내, 부가세 제외)
- MU Start-up Consulting(상시 컨설팅 운영)
- 시제품 Beta Test 지원
- 메이커페스티벌 참가
- 지식재산권 컨설팅
- SNS카드뉴스 제작 및 언론보도기사 송출 
- 대학교 입주실 및 인프라 시설 (후속)연계 지원",20240430 ~ 20240517,https://www.gnstartup.kr/business/8339db24-725a-45bc-baf9-d778adc7b0d8/5665/detail,0,39,일자리,취업
경남(인제대학교) 대학 특화 청년창업 활성화 및 액셀러레이팅 지원사업,"기업 성장에 필요한 특화교육, 사업화지원, 액셀러레이팅 및 투자 연계","□ 지원내용 혜택 (특화 대학 + 전담 액셀러레이터)
○ 특화 대학(인제대학교) 지원 내용
- 경상남도 사업화 지원 : 경상남도 사업화 개발자금 총 7,700만원 지원 예정
※기업별 1,100만원 이내(부가세 포함)
- 인제대 특화 사업화 연계 : 인제대 특화 사업화 개발자금 총 7,000만원 지원 연계 예정
※기업별 1,000만원 이내(부가세 포함)
- 판로지원 : 인제대학교 백병원 등 연계 판로지원
- 인프라 지원 : 특화 대학 내 입주 공간 및 시설 연계 등 지원
- 네트워킹 지원 : 선정기업 대상 애로문제 해등 등을 위한 교육 및 네트워킹 지원

○ 전담 액셀러레이터(시리즈벤처스) 지원 내용
- 창업 교육 프로그램
- 멘토링 및 컨설팅
- 네트워킹 프로그램
- 글로벌 프로그램
- IR 데모데이 : 
- 직접 투자 : 1개사 이상, 3억원 이상 직접 투자(투자기업 대상 TIPS 프로그램 지원 예정)",20240430 ~ 20240517,https://www.gnstartup.kr/business/8339db24-725a-45bc-baf9-d778adc7b0d8/5661/detail,0,39,"일자리,일자리","취업,창업"
경상남도 창업멘토링,경남창업포털 창업멘토링,"□ 지원내용
- 아이디어 기초상담 : 아이디어의 권리화 및 창업을 위한 기초상담
- 사업계획서 상담 : 사업아이템 연구, 사업계획서 작성, 선행기술조사 등 상담
- 아이디어 고도화 : 아이디어의 특허기술 분석을 통한 아이디어 구체화 및 고도화
- 아이디어 권리화 : 사업아이템의 특허명세서 작성, 특허출원 및 등록
- 창업 컨설팅 : 창업자금 확보, 보육센터 입주 등을 위한 연계 컨설팅, 기창업자 네트워크 및 외부전문가 멘토링 지원
- 기타 창업 상담 분야 : BM모델수립, 디자인, 창업절차, 마케팅, 사업계획서 작성, 세무/회계, 인사/노무, 개발/생산 등 창업과 경영 관련 분야

□ 멘토 상담분야 : 창업일반, 법률, 투자, 특허, 세무/회계, 마케팅, 글로벌, 인사/노무",,https://www.gnstartup.kr/board/dd8bb6d3-94fd-4171-ba7e-e01cdb71255f,,,일자리,취업
슬기로운 청년생활+(수원시),경기청년공간 1:1 고민상담 프로그램 지원 사업,"- 일시 : 5월 14일(화) ~ 5월 28일(토)
- 대상 : 고민이 있는 청년 10명 이내(19세~39세)
- 장소 : 수원시청년지원센터 청년바람지대 2층 마음지대 1",20240423 ~ 20240528,,19,39,복지문화,건강
입영지원금(남양주시),현역병 또는 사회복무요원으로 입영(소집) 예정인 남양주시민에게 병역의무 이행 격려 지원금,"- 지급내용 : 1인당 10만원 남양주사랑상품권(지역화폐) 지급 (최초 입영 1회에 한함)
- 신청주체 : 입영자 본인 또는 대리인*
* 주민등록상 가족 중 성년자, 배우자, 직계존비속, 직계존비속의 배우자, 배우자의 직계존비속
* 신청 대리인 : 가족관계증명서 제출",,,19,30,"복지문화,복지문화","취약계층 및 금융지원,건강"
경기도의회 청년행정인턴 모집,2024년 1차 경기도의회 청년행정인턴 모집,"- 근무기간 : 2024.6.3~8.30,3개월(1일 8시간, 주5일)
- 근무조건 : 일 95,120원(시간당 11,890원)",20240426 ~ 20240503,,19,39,"일자리,교육","취업,미래역량강화"
온라인마케팅 1기(안양시),FIGMA로 배우는 온라인 마케팅,"○ 운영기간 : 2024.05.07 ~ 2024.05.10
○ 교육기관/장소 : 안양시 일자리센터 교육장
○ 교육내용
-구글마케팅 및 구글 애널리틱스
-SNS 마케팅기법& 타켓광고(블로그/인스타/페북/유튜브/카카오/틱톡)
-네이버 쇼핑 및 키워드 광고학습
-구글 유튜브 마케팅 광고 실습
-카페24 퍼포먼스 마케팅",20240423 ~ 20240430,,,,"일자리,교육","취업,미래역량강화"
하동형 농촌에서 살아보기 1기 참가자 모집,하동에서 살아보기를 희망하는 타시군구 거주자 대상 귀농귀촌 체험프로그램 지원 및 관광자원 투어 제공,"□ 체류기간
- 1기(일주일 살아보기) : 2024. 5. 27.(월) ~ 5. 31.(금)

□ 지원조건
- 참가자는 최소 프로그램 운영기간의 90% 이상 체류하여야 함
- 참가자는 제공하는 프로그램에 성실히 참여하여야 함
- 체류기간 중 안전사고 대비 여행자 보험은 참가자 개별 가입
- 체류 이후 하동형 농촌에서 살아보기 후기 포스팅, 설문조사 의무

□ 지원내용
- 숙박 : 너뱅이꿈 게스트하우스 무료 이용 (2인 1실)
- 식비 : 1식 8,000원 기준 계산하여 지급(1일 3식, 주말 제외)
- 프로그램 체험비 : 주당 5만원(1인 기준) 범위 내 실비 지원 
- 일주일 살아보기 기준 지원액

□ 지원방식 : 지원범위 내 사후 정산
- 참가자는 살아보기 종료 후 15일 내 정산서류 제출
* 간이영수증, 계좌이체 내역 인정 불가
- 증빙자료 확인 후 지원 신청일 다음 달 15일 이내 지원액 송금

□ 정산서류
- 체험 후기 작성내역, 지출 증빙자료[서식], 설문 조사지[서식], 통장사본",20240429 ~ 20240514,,19,,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원"
청년창업 특례보증(안양시),자금력으로 인한 어려움을 겪는 청년창업기업 융자지원,"○ 보증한도 : 업체당 5천만원 이내
○ 보증기간 : 3년 이내
○ 보증기관 : 경기신용보증재단

* 보다 상세한 내용은 공고문을 참고해주세요.",,,19,39,"일자리,일자리","취업,창업"
평택시 미디어크리에이터 모집,"평택시의 문화, 지역, 여행, 사람등의 주제에 대해서 미디어콘텐츠제작을 지원","● 활동 내용
  - 평택의 문화,지역,사람 등 평택시의 따뜻한 이야기 발굴·소개
  - 생활정보, 문화, 교육, 여행 등 다양한 콘텐츠 제작
  - 평택의 이모저모 홍보사항 콘텐츠 기획 및 출연
  - 홍보 아이디어 제안 등

● 활동 혜택
  - 소정의 제작비 지급
  - 제작 활동 지원 및 홍보자료 제공",20240415 ~ 20240615,,,,"복지문화,복지문화","건강,문화활동"
파주청년 마음건강 지원사업,다양한 정서적 어려움을 겪고있는 청년들에게 진단을 통한 맞춤형 심리상담 서비스 제공,"○ 서비스내용 : 1:1 심리상담 서비스 10회 제공
○ 이용기간 : 대상자 선정일 익월부터 3개월간
○ 이용방법
 § 국민행복카드(바우처카드) 발급
 § 이용자가 직접 서비스 제공기관 선택한 후 제공기관과 계약 체결
 § 심리상담 서비스 이용 및 본인부담금 결제",20240423 ~ 20240503,https://www.bokjiro.go.kr,19,34,복지문화,건강
2024 세종 청년 미래적금,청년들의 안정적인 미래 준비와 자립을 지원하기 위한 지원사업,"근로 청년 월 15만원 36개월간 적립 시, 市도 동일 금액 매칭·적립하여‘약 1,100만원’만기 일시 지급
 ※ 만기일시 지급액 = 540만원(본인 저축) + 540만원(市 적립) + 발생이자(본인 저축)
 ※ 참여자 본인의 사유로 중도해지 시 원칙적으로 본인 적립금과 중도해지 이자(본인 저축액)만 수령 가능하며, 해지 사유에 따라 시 지원금에 차이가 발생할 수 있음",20240422 ~ 20240503,http://sjyouth.sjepa.or.kr,,,"복지문화,복지문화","취약계층 및 금융지원,건강"
신혼부부 전월세자금 대출이자 지원사업(하남시),하남시 신혼부부 전월세자금 대출이자를 지원,"○ 지원내용
    - 전세보증금 대출잔액의 1%(월세보증금 1.5%)이내 대출이자 지원
    - 최대 3년간 지원(연 1회, 최대 100만원 지원)
○ 지급방법 : 신청인(배우자) 지정계좌로 지급(2024. 6. 30.)
    * 지급일은 사정에 따라 일부 변동될 수 있음.",20240401 ~ 20240520,,,,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원"
대기업 현직자와 함께하는 청년 취업멘토링(하남시),대기업 현직자의 직무별 멘토링 프로그램(총 8회차),"□ 내용: 멘토링 제공
□ 멘토링 방법 : 비대면 ZOOM 이용
 ㅇ 시 담당자가 회의 개설 후 각 그룹별 진행 
 ㅇ 멘토링 참여방법 멘토링 1일 전 문자 안내 (ZOOM 링크주소, 회의장 ID 및 비번 공유)",20240601 ~ 20241129,,19,39,"일자리,교육","취업,미래역량강화"
청년어촌정착지원 사업대상자 추가모집(화성시),창업 초기 청년 수산업 경영인의 안정적인 어촌 정착을 위한 지원사업,"○ 창업초기 어촌정착지원금(수산업경영 경력에 따라 차등 지급)
  - 어업경력 1년 이하(월 110만원), 2년 이하(월 100만원), 3년 이하(월 90만원)
  - 사업예산 범위 내 지원, 사업비 소진시 사업 조기 종료 가능
○ 수산업 경영비 및 어가 가계자금으로 사용 가능
  - 1건당 사용금액은 월별 지급 금액을 초과할 수 없음
   * 다만, 월별 지급 금액을 초과하는 부분은 자부담으로 처리하는 경우 가능
  - 유흥, 사치품 및 술·담배의 구매, 일반 가계자금의 범위를 넘어선 과소비 등 사회통념상 문제가 되는 용도로는 사용 금지",20240423 ~ 20240507,,18,40,"일자리,교육","취업,미래역량강화"
청년정책발굴단(화성시),청년이 정책발굴 과정에 참여하여 지역 현안 해결의 실마리를 모색하고 청년의 사회참여활동을 활성화를 지원,"○ 사업내용 : 화성시 청년 현안(참여, 주거, 교육, 일자리, 문화 분야) 해결을 위한 정책발굴 계획이 있는 팀을 선정하여 정책발굴을 위한 선진지 탐방비 등 지원
○ 지원규모 : 팀당 최대 200만원 지원",20240429 ~ 20240514,,19,39,"참여권리,참여권리","청년참여,정책인프라구축"
타지역민 이천시 신규 취업자 이주정착비 지원사업,타지역에서 거주하다 이천 지역의 회사에 취업하여 이주한 근로자를 대상으로 이주정착금 지원,"○ 지원내용 : 이주정착비 1명당 60만원 지원(매달 10만원, 6회 지급)",20240501 ~ 20240517,,,,주거,주택 및 거주지
충남 청년 뮤직 페스타,"□ 밴드, 댄스 등 청년예술인 공연 팀을 선정하여 충남 순회 버스킹 콘서트",□ 청년예술인 공연기회 제공,20240701 ~ 20241231,,19,39,"복지문화,복지문화","건강,예술인지원"
[충남] 친환경 청년 농부 육성,"□ 육성하고 청년층의 농촌정착을 통해 친환경농업인의 고령화에 대응, 친환경농업을 확산하기 위한 사업",□ 친환경농산물 생산·유통시설 및 노후시설 개보수,20240801 ~ 20240930,,19,39,"일자리,참여권리","취업,정책인프라구축"
밀양시 모바일헬스케어 대상자 모집,모바일 앱을 통해 보건소전문가가 언제 어디서나 맞춤형 건강상담을 제공하는 서비스,"□ 참여혜택
- 모바일 앱을 통한 6개월간 건강관리 서비스 제공
- 블루투수 연동 활동량계(보행수, 이동거리, 심박수, 칼로리 소모) 무료 제공(24주 사업참여 완료시)
- 서비스 우수참여자 및 미션참여자 인센티브(상품) 제공
- 3회 무료 혈액검사(보건소 방문검사)
※ 개인사정으로 중도탈락시 지급받았던 물품 반납",20240429 ~ 20240524,,19,65,복지문화,건강
[금산군] 금빛시장 청년몰 청년상인 모집 운영,□ 청년 창업을 위한 점포 임대,□ 청년 창업자에게 저렴한 임대료로 점포 제공,,,18,39,"일자리,일자리","취업,창업"
4-H연합회 과제포 지원,□ 청년농업인(4-H연합회)의 소득 작목 탐구를 위한 공동과제포 운영 지원,"□ 공동과제포 운영비 지원
  ※ 1,000만원",,https://www.geumsan.go.kr/nongup/,18,39,"일자리,교육,일자리","취업,미래역량강화,재직자"
창원시 전세피해 예방 상담소 운영,창원시 전세피해 예방 상담,"□ 운영기간 : 2024. 2. 5.(월)∼
□ 상담시간 : 월요일 오후 2시∼5시(주1회)
□ 상담장소 : 시청 건축경관과(별관1층) 내
□ 상담위원 : 17명(한국공인중개사협회 경남지부 소속 재능기부)
□ 상담방법 : 방문 또는 전화상담",,https://www.changwon.go.kr/cwportal/10309/10332/14561.web,,,주거,주택 및 거주지
사천시 청년 면접수당 지원사업,청년의 적극적인 구직활동 동기 부여 및 사천시 소재 기업 취업을 통한 지역 정착 유도,"□ 지원내용 : 1회 5만원(1인 연 최대 3회이내, 면접참여 1일 1회 제한)
□ 지급방법 : 개인별 계좌이체",20240325 ~ 20241206,,18,39,일자리,취업
의령군 청년구직활동수당 지원사업(드림카드),김해·사천·의령 미취업 청년의 활발한 구직활동 지원,"□ 지원내용
○ 구직활동과 관련되거나 사회진입을 위한 비용 지원
- 매월 50만원씩 4개월 간 200만원 지원 ※ 사용기한 6개월
- 교육비, 컨설팅비, 도서구입비, 시험응시료, 교통비, 숙박비, 식비 등
 ※ 사용제한 
- 식비의 경우 월20만원 이내로 사용제한
- 특급호텔, 유흥, 도박, 귀금속, 주점, 상품권 등 고가의 상품 및 자산형성 업종 등 구직활동과 무관한 업종 제한
○ 취업성공금 50만원 지원 * 김해시, 의령군만 지원 해당
- 구직활동수당 참여 중 취·창업하는 경우, 참여자의 신청에 의해 2개월 근속여부(창업의 경우 매출액 발생) 확인 후 1회 지원(합격자 발표 전 취·창업할 경우, 지급요건에 해당되지 않음)

□ 지급방법 : 체크카드(클린기능카드) 포인트 지급
- 참여자 본인 명의 계좌와 연결된 체크카드로 결제 후 포인트 차감 청구하여 사후 환급 하는 방식",20240429 ~ 20240510,https://www.gyeongnam.go.kr/mydata/menu.es?mid=a11101000000,18,34,일자리,취업
학생(인턴) 일자리  사업,□ 관내전입지원정책으로 지역정착유도,"□ 방학기간 인턴체험기회 제공
  -동계15명
  -하계15명",20240501 ~ 20240630,https://www.cheongyang.go.kr/kor.do,,,"일자리,교육","취업,미래역량강화"
사천시 청년구직활동수당 지원사업(드림카드),김해·사천·의령 미취업 청년의 활발한 구직활동 지원,"□ 지원내용
○ 구직활동과 관련되거나 사회진입을 위한 비용 지원
- 매월 50만원씩 4개월 간 200만원 지원 ※ 사용기한 6개월
- 교육비, 컨설팅비, 도서구입비, 시험응시료, 교통비, 숙박비, 식비 등
 ※ 사용제한 
- 식비의 경우 월20만원 이내로 사용제한
- 특급호텔, 유흥, 도박, 귀금속, 주점, 상품권 등 고가의 상품 및 자산형성 업종 등 구직활동과 무관한 업종 제한
○ 취업성공금 50만원 지원 * 김해시, 의령군만 지원 해당
- 구직활동수당 참여 중 취·창업하는 경우, 참여자의 신청에 의해 2개월 근속여부(창업의 경우 매출액 발생) 확인 후 1회 지원(합격자 발표 전 취·창업할 경우, 지급요건에 해당되지 않음)

□ 지급방법 : 체크카드(클린기능카드) 포인트 지급
- 참여자 본인 명의 계좌와 연결된 체크카드로 결제 후 포인트 차감 청구하여 사후 환급 하는 방식",20240429 ~ 20240510,https://www.gyeongnam.go.kr/mydata/menu.es?mid=a11101000000,18,34,"일자리,일자리","취업,창업"
김해시 청년구직활동수당 지원사업(드림카드),김해·사천·의령 미취업 청년의 활발한 구직활동 지원,"□ 지원내용
○ 구직활동과 관련되거나 사회진입을 위한 비용 지원
- 매월 50만원씩 4개월 간 200만원 지원 ※ 사용기한 6개월
- 교육비, 컨설팅비, 도서구입비, 시험응시료, 교통비, 숙박비, 식비 등
 ※ 사용제한 
- 식비의 경우 월20만원 이내로 사용제한
- 특급호텔, 유흥, 도박, 귀금속, 주점, 상품권 등 고가의 상품 및 자산형성 업종 등 구직활동과 무관한 업종 제한
○ 취업성공금 50만원 지원 * 김해시, 의령군만 지원 해당
- 구직활동수당 참여 중 취·창업하는 경우, 참여자의 신청에 의해 2개월 근속여부(창업의 경우 매출액 발생) 확인 후 1회 지원(합격자 발표 전 취·창업할 경우, 지급요건에 해당되지 않음)

□ 지급방법 : 체크카드(클린기능카드) 포인트 지급
- 참여자 본인 명의 계좌와 연결된 체크카드로 결제 후 포인트 차감 청구하여 사후 환급 하는 방식",20240724 ~ 20240731,https://www.gyeongnam.go.kr/mydata/menu.es?mid=a11101000000,18,34,일자리,취업
청양군 관외 대학생 생활 안정지원비 지원,□ 관내전입지원정책으로 지역정착유도,□ 관외 대학생 1인당 생활안정지원비 1백만원 지원,,,,,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원"
대학생 학자금 대출이자 지원,□ 지역 대학생의 균등한 고등교육 기회 보장 및 경제적 부담 경감을 위해 대학생 학자금 대출이자 지원,□ 2017년부터 대출받은 학자금에 대해 지정기간 중 발생한 이자 지원,20240101 ~ 20241231,https://www.cheonan.go.kr/,,,"일자리,교육,복지문화","취업,미래역량강화,건강"
청년 전월세 보증금대출이자 지원,□ 경제적으로 어려움을 겪는 청년의 주거 안정과 정착 여건을 향상시키기 위하여 전·월세 보증금 및 주택구입을 위한 대출이자를 지원,"□ 전월세 보증금 대출이자 
 ㅇ 전월세 보증금 대출이자 4.5%이내 전액
 ㅇ 대출한도 전세(1억원), 월세(5천만원) 이내 지원
□  주택구입 대출이자 지원
 ㅇ 주택구입 대출이자 4.5%이내 전액
 ㅇ 대출한도 1.5억원 이내 지원",,,18,45,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원"
의령군 차세대농업인 성공모델 육성사업 신청자 공모,다양한 영농분야에서 새로 개발된 신기술이나 청년농업인들이 영농현장에서 축적·검증한 기술 또는 아이디어 등을 구체화할 수 있는 자율형 공모사업,"□ 사업내용
- 경종, 시설원예, 과수, 농가공, 6차산업, 스마트팜 등 다양한 영농분야에서 새로 개발된 신기술을 영농현장에 시범 적용할 수 있는 기반 조성 지원
- 청년농업인이 영농현장에서 축적·검증한 기술 또는 아이디어를 구체화할 수 있는 영농기반 시설 및 장비 구축 지원
* 지원제외 : 단순 농기계 구입 및 단순시설 건축(퇴비사, 창고 등), 농지 구입, 소모성 물품 구입 등

□ 총사업비 : 50백만원(도비 30%, 시군비 50%, 자부담 20%)

□ 사 업 량 : 1개소",20240422 ~ 20240513,,0,39,"일자리,교육","취업,미래역량강화"
